"LoanOriginalAmount","DebtToIncomeRatio","credit_and_prosper_grade","BankcardUtilization"
2550,NA,"NC",NA
10000,0.29,"C",0.61
10000,NA,"D",0.19
25000,0.15,"AA",0.39
15000,0.08,"A",0.31
5000,0.06,"C",0.93
2350,0.06,"E",0
7000,0.35,"D",0.83
2500,0.11,"D",0.82
4000,0.1,"E",0.25
15000,0.29,"B",0.27
25000,0.22,"B",0.69
8100,0.22,"B",0.32
15000,0.1,"D",0.76
3000,1.18,"E",0.96
25000,0.16,"C",0.25
4000,0.09,"C",0.46
5400,0.34,"AA",0.04
1000,0.22,"HR",NA
5000,0.4,"D",0.87
15000,0.39,"C",0.81
7500,0.17,"A",0.41
15000,0.28,"D",0.54
4000,0.19,"B",0.22
10000,0.41,"C",0.82
2000,0.09,"B",0.63
4000,0.08,"D",0
18000,0.2,"A",0.07
1300,0.15,"C",0
5400,0.25,"B",0.22
3001,0.05,"NC",NA
3000,0.48,"E",0.98
8500,0.44,"C",0.77
20000,0.28,"C",0.86
4000,0.52,"D",0.81
24500,0.12,"A",0.82
15000,0.63,"D",0.49
2500,0.39,"B",0.73
4000,0.36,"C",0.83
2000,NA,"B",0.45
8000,0.14,"C",0.44
7000,0.42,"A",0
2000,0.16,"HR",0.97
15000,0.12,"B",0.2
7500,0.14,"B",0.91
3500,0.1,"AA",0.14
15000,0.24,"B",0.02
3775,0.04,"D",0
4000,0.42,"D",0.85
4000,NA,"E",0.94
15000,0.13,"AA",0.22
9500,0.15,"D",0.17
25000,0.15,"B",0.74
2600,0.09,"A",0.78
1500,0.18,"HR",1.01
10000,0.11,"D",0.27
15000,0.33,"A",0.36
13000,0.16,"B",0.02
7000,0.16,"D",0.97
5000,0.15,"D",0.71
12000,0.2,"C",0.34
24000,0.18,"AA",0.62
5000,0.13,"B",0.58
2500,0.07,"D",0.99
25000,0.21,"C",0.56
9000,0.23,"AA",0.39
25000,0.38,"B",NA
10000,0.33,"D",0.69
4000,0.23,"B",0.06
10000,0.43,"E",0.84
10000,0.36,"C",0.25
7500,0.24,"B",0.49
2500,0.3,"A",0.59
5000,0.04,"C",0.22
20000,0.2,"AA",0.32
1000,0.04,"NC",NA
4000,0.5,"C",0.52
4000,NA,"HR",0.69
4000,0.18,"E",0.58
13000,0.22,"B",0.56
3200,NA,"HR",0.54
10000,0.21,"C",0.73
8500,0.07,"D",0
5000,0.16,"A",0.27
3000,0.14,"HR",0.99
4000,0.18,"E",1.01
25000,0.14,"AA",0.19
2500,0.1,"B",0.4
4000,0.09,"E",0
5000,0.24,"B",0.78
5000,0.08,"A",0.48
5000,0.11,"E",1.02
5000,0.18,"C",0.93
15000,0.49,"B",0.28
20000,0.11,"B",0.81
6000,0.45,"D",1.02
1000,0.14,"HR",1.03
8000,0.38,"B",0.76
12000,0.11,"A",0.11
16000,0.21,"A",0.97
15000,0.18,"B",0.82
4000,0.19,"B",0.43
7000,0.25,"C",0.46
4000,NA,"C",0.64
15000,0.23,"B",0.26
16000,0.31,"A",0.61
5000,0.28,"D",0.91
15000,0.33,"C",0
2000,0.2,"B",0.65
12000,0.17,"A",0.76
10000,0.39,"C",0.58
3000,0.14,"B",0.62
6000,0.18,"A",0.97
15000,0.3,"A",0.24
2500,0.51,"B",0.5
4000,0.14,"B",0.2
10000,0.22,"C",0.81
25000,0.58,"B",0.47
4000,0.29,"C",0.96
15000,0.38,"C",0.81
8000,0.31,"D",0.75
10000,0.16,"C",0.53
7500,0.18,"C",0.73
15000,0.23,"A",0.3
15000,0.15,"C",0.87
2000,0.04,"C",0
2000,0.13,"HR",0
2000,0.32,"E",0.81
4000,0.68,"E",0.36
4000,0.22,"D",0.83
20000,0.2,"A",0.92
15000,0.29,"A",0.08
8500,0.31,"C",0.94
3600,0.42,"E",0.88
11000,0.23,"C",0.8
3000,0.15,"B",NA
25000,0.04,"AA",0.47
10000,0.11,"D",0.73
7750,0.22,"C",0.39
2000,0.41,"HR",0.65
8000,0.09,"C",0.98
2000,0.15,"D",0
1500,0.15,"C",0.71
7000,0.07,"AA",0.25
25000,0.34,"B",0.11
10000,0.28,"A",0.54
3000,NA,"C",0.79
15000,0.25,"A",0.24
25000,0.54,"A",0.68
12000,0.23,"D",0.71
3600,0.17,"D",0.99
15000,0.35,"C",0.79
15000,NA,"AA",0.31
15000,NA,"C",0.91
10000,0.54,"B",0.63
15000,0.33,"A",0.65
25000,0.18,"A",0.79
2551,0.63,"D",0.69
4000,0.09,"D",0.79
10000,0.46,"E",0.98
9000,0.17,"AA",0.13
15000,0.29,"C",0.96
3000,0.22,"A",0.17
7520,0.4,"B",0.91
15000,0.29,"C",0.45
6500,0.23,"B",0.76
2600,0.38,"E",0.85
1000,0.14,"D",0.89
5000,0.38,"A",0.28
7500,0.18,"C",0.98
13000,0.35,"A",NA
4000,0.61,"HR",0.86
4000,0.29,"HR",0.5
25000,0.17,"A",0.64
10000,0.21,"C",0.48
4000,0.27,"D",0.98
10000,0.3,"C",0.39
2500,0.04,"B",0.66
9000,0.1,"B",0.75
13000,0.32,"B",0.35
3000,0.02,"D",0.44
11000,0.22,"C",0.62
15000,0.18,"A",0.34
2500,0.46,"D",NA
7000,0.15,"B",0.17
15000,0.31,"B",0.39
10000,NA,"D",0.73
3500,0.32,"E",0.97
8000,0.17,"D",0.58
14000,0.14,"AA",0.52
3500,0.14,"E",0.73
7000,0.23,"B",0.51
4900,0.1,"C",0.56
15000,0.44,"C",0.48
15000,0.28,"AA",0.55
4000,0.13,"E",0.82
7500,NA,"D",0.1
7000,0.08,"A",0.81
15000,0.2,"B",0.68
3000,0.78342,"D",NA
3500,0.16,"C",0.26
7000,0.35,"E",0.4
10000,0.31,"B",0.48
5000,0.03,"HR",0.87
4000,0.46,"D",0.78
4850,0.19,"B",0.52
2500,0.13,"A",0.36
20000,0.24,"B",0.55
9000,0.31,"B",0.68
3000,NA,"C",0.26
1050,0.27,"AA",0.16
4000,0.14,"E",0.54
4000,0.13,"C",0
4000,0.38,"A",0.62
15000,0.21,"B",0.85
8000,0.51,"D",0.49
6000,0.18,"C",0.41
25000,0.23,"B",0.58
15000,NA,"C",0.72
4000,0.16,"E",0.7
5200,0.35,"A",0.36
2000,0.35,"E",0.77
6000,NA,"C",0.32
1500,0.05,"E",NA
9000,0.12,"AA",0.23
10500,0.22,"D",0.24
2000,0.41,"C",0.66
4000,0.42,"HR",0.69
4000,0.27,"B",0.38
15000,0.53,"B",0.23
4000,0.39,"C",0.93
10000,0.1,"AA",0.03
10000,0.5,"C",0.46
3000,0.2,"E",0.69
12000,0.11,"B",0.68
4000,0.41,"C",0.05
12000,0.43,"C",0.66
3000,0.22,"D",NA
5000,0.07,"A",0.17
1500,0.28,"HR",1.13
9500,0.33,"D",0.89
7000,0.35,"D",0.78
12000,NA,"A",0.54
4500,0.44,"C",0.97
1000,0.03,"HR",NA
3000,0.38,"E",0.85
12750,0.3,"C",0.49
15000,0.42,"B",0.47
4000,0.22,"E",0.84
4000,0.36,"E",0.26
2500,0.08,"C",0.88
6001,0.28,"E",NA
3406,0.28,"HR",0.23
2200,NA,"E",0.71
1100,0.31,"A",0.38
2000,0.14,"D",0.6
2500,0.36,"C",NA
5000,0.03,"AA",NA
15000,0.23,"C",0.72
4000,0.32,"D",0.98
22000,0.17,"C",0.89
8000,0.38,"D",0.3
3000,0.19,"C",0.86
6000,0.16,"A",0.22
2100,0.13,"HR",NA
10000,0.13,"C",0.85
4500,0.42,"E",0.71
18000,0.28,"C",0.89
9000,0.18,"A",0.8
5000,0.18,"E",0.54
9500,NA,"B",0.42
18000,0.19,"B",0.44
3600,0.39,"D",0.69
10000,0.26,"D",0.6
4000,NA,"HR",0.29
4000,0.22,"HR",0.95
7000,0.17,"A",NA
4000,0.23,"HR",0.86
5000,0.13,"E",1.02
10000,NA,"C",0.25
10000,0.36,"E",0.9
4000,0.25,"HR",0.74
15000,0.24,"A",0.21
15000,0.16,"B",0.13
4000,0.36,"E",0.98
2880,0.44,"C",0.96
3750,0.17,"E",NA
4500,0.12,"AA",0.15
10000,NA,"B",0.6
4000,0.1,"C",0.89
10500,0.58,"C",0.72
11000,0.18,"AA",0.51
25000,0.3,"C",0.87
11000,0.32,"B",0.6
5000,0.15,"HR",0.79
11500,0.19,"AA",0.18
6600,0.13,"C",0.96
15000,0.24,"D",0.87
4000,NA,"HR",0.25
14000,0.62,"D",0.88
4000,0.5,"E",0.18
3000,0.05952,"D",NA
5500,0.36,"B",0.54
12000,0.15,"B",0.88
8000,0.32,"B",0.59
4000,0.32,"C",0.36
5000,0.39,"A",0.57
15000,0.18,"C",0.94
15000,0.14,"B",0
1500,0.05,"HR",NA
4000,0.31,"E",0.12
3000,0.03,"E",0
15000,0.41,"C",0.58
6000,0.23,"D",0.24
2500,0.03,"HR",1.04
6000,0.04,"E",0
6000,0.16,"B",0.5
15000,0.28,"B",0.67
8000,0.22,"D",0.41
4500,0.15,"B",0.47
2000,0.06,"C",0.98
10000,0.51,"B",0.32
15000,0.27,"B",0.35
15000,0.18,"C",0.73
10000,NA,"B",0.1
6000,0.12,"B",0
13000,0.19,"C",0.98
11000,0.6,"A",0.04
6000,0.21,"A",0.15
7500,0.35,"B",0.97
10000,0.38,"D",0.83
2000,NA,"HR",0.16
4000,0.45,"C",0.87
16000,0.21,"C",0.49
4000,0.17,"HR",0.9
15000,0.54,"C",0.94
23500,0.23,"B",0.78
10000,0.57,"C",0.93
1500,0.12,"E",0.67
12500,0.36,"A",0.28
5500,0.19,"A",0.67
5000,0.14,"D",0.89
25000,0.34,"B",0.93
7000,0.17,"B",0.67
3800,0.13,"HR",NA
2000,0.43,"D",0.13
3000,0.32,"B",0.89
11000,0.24,"A",0.53
3000,0.3,"HR",0.89
6000,0.39,"C",0.92
2000,0.14,"B",0.97
1000,0.02,"HR",NA
15000,0.41,"B",0.35
24000,0.35,"B",0.18
6150,0.41,"B",NA
21000,0.3,"A",0.91
4500,0.06,"C",0.92
2551,0.15,"D",0.91
3000,0.21,"HR",0.79
4000,0.27,"B",0.89
10000,0.23,"B",0.7
4000,NA,"D",0.39
5000,0.14,"C",0.36
7500,0.37,"C",0.7
2500,0.2,"A",0.16
25000,0.19,"A",0.38
15000,0.14,"C",0.15
4000,0.58,"HR",0.97
3100,0.11,"A",0.32
15500,0.66,"A",0.66
4500,0.08,"E",0.75
4000,0.15,"E",0
2700,0.38,"C",0.39
8000,0.14,"A",0.71
4950,0.07,"B",0
15000,NA,"A",0.62
15000,0.15,"A",0.04
1000,0.17,"HR",0.91
4000,0.31,"HR",0.74
4000,0.45,"E",0.74
1000,0.02,"C",0.57
1000,0.04,"AA",0.01
15000,0.23,"C",0.88
3000,0.08,"D",0.21
4000,0.26,"E",0.68
2000,0.35,"D",0.87
2500,0.17,"B",0.55
20000,0.32,"C",0.55
4000,NA,"E",0.94
4000,0.15,"HR",0
4000,NA,"E",0.98
12000,0.27,"C",0.82
15000,0.17,"A",0.54
10880,NA,"AA",0.21
30000,0.09,"AA",0.11
7500,0.35,"B",0.6
2000,0.22,"D",0.92
5000,0.22,"D",0.49
2700,0.12,"E",0.68
4000,0.03,"D",NA
5000,0.15,"A",0.79
10000,0.26,"B",0.67
25000,0.23,"A",0.16
4500,0.24,"E",0.93
9800,0.31,"D",0.34
1500,0.3,"E",0.99
9900,0.15,"AA",0.11
4000,1.89,"HR",0.93
7000,0.36,"D",0.68
1000,0.16,"E",0.88
8000,0.22,"E",0.89
6001,0.13,"HR",NA
2500,0.08,"C",0.36
4536,0.34,"E",0.9
15000,0.47,"B",0.88
5000,0.03,"C",0.31
15000,0.25,"B",0.97
3000,0.18,"HR",0
3500,0.17,"E",0.93
20000,0.41,"A",0.55
4000,0.23,"HR",0.59
30000,0.21,"A",0.24
15000,0.25,"AA",0.53
1800,0.08,"A",0.04
5200,0.24,"AA",NA
8000,0.11,"AA",0.08
12000,0.27,"D",0.34
7000,0.36,"D",0.97
3500,0.25,"C",0.46
5000,0.19267,"C",NA
6500,0.48,"C",0.23
30000,0.26,"B",0.38
4000,0.11,"B",0.01
13000,0.64,"B",NA
4000,0.27,"B",0.55
3001,0.41,"E",0.76
5000,0.2,"C",0.86
4000,NA,"E",0.98
3001,0.05,"HR",0
8000,0.09,"A",0.14
4000,NA,"HR",0
3000,0.06,"HR",NA
7500,0.32,"A",0.64
1500,0.36,"D",0.95
11000,0.17,"A",0.23
6500,0.09,"C",0.04
3500,0.12,"C",0
3000,0.2,"A",0.27
24500,0.33,"AA",0.66
15000,0.18,"A",0.64
4000,0.14,"E",0.95
10545,0.11,"C",0.89
5000,0.17,"D",0.52
5000,0.27,"C",0.32
15500,0.13,"A",0.13
4000,0.46,"C",0.58
20000,0.27,"C",0.82
4000,0.15,"E",0.94
15000,0.39,"C",0.04
3500,0.15,"C",0.7
7000,0.43,"E",0.56
4000,0.3,"HR",0.74
4000,0.28,"E",0.93
9043,0.24,"A",0.24
15000,0.39,"C",0.7
2000,0.11,"D",0.09
1500,0.19,"HR",NA
5000,0.2,"D",0.92
4000,0.18,"D",0.97
4851,0.05,"AA",0.02
11000,NA,"C",0.27
4200,0.21,"D",0.95
3000,NA,"HR",0
15500,0.4,"C",0.45
10000,0.25,"D",0.22
6000,0.21,"A",0.1
20000,0.18,"C",0.75
1800,0.35,"C",0.79
5000,0.17,"B",0.9
2500,0.24,"B",0.65
10000,0.17,"C",0.42
4000,NA,"C",0.8
4000,0.3,"C",0.92
2850,0.16,"E",0.96
15000,0.28,"C",0.58
16000,0.16,"AA",0.34
15000,0.41,"A",0.51
3000,0.08,"B",0.53
4000,0.65,"HR",0.97
15000,0.27,"B",0.88
1000,0.26,"D",0.89
4000,0.51,"HR",0.58
5500,NA,"C",0.21
10000,0.22,"B",0.33
2500,0.24,"E",0.83
4000,0.29,"HR",0.97
8000,0.09,"B",0.48
1700,0.27,"E",0
4000,0.31,"E",0.4
10000,0.21,"A",0.51
4000,0.17,"C",0.54
20000,0.22,"AA",0.36
4000,NA,"AA",0.03
1000,0.25,"D",0.98
3500,0.28,"E",1.09
3500,0.16,"B",0.56
5000,0.08,"E",NA
15000,0.17,"B",0
1000,0.25,"D",0.95
8000,0.27,"B",NA
2000,0.2,"D",0.71
3400,0.24,"E",0.87
4000,0.12,"E",0.37
3000,0.39,"C",0.74
4000,0.46,"E",0.01
6500,0.25,"AA",0.16
4000,0.14,"B",0.97
15000,0.28,"B",0.44
5500,0.2,"D",0.99
20000,0.23,"C",0.25
15000,0.4,"C",0.86
3000,0.14,"E",0.97
15000,0.23,"C",0.87
3500,0.31,"HR",0.73
2200,0.12,"HR",NA
4000,NA,"HR",0.37
3600,0.12,"HR",0.93
2550,0.03,"HR",NA
1500,0.10399,"C",NA
30000,0.13,"B",0.76
4900,0.04,"C",NA
1400,0.24,"E",NA
1000,0.02,"HR",NA
9000,0.2,"B",0.42
12000,0.45,"C",0.42
1000,0.2,"E",NA
4000,0.18,"D",0
2550,0.14,"C",0.25
15000,NA,"C",0.45
1300,0.31,"E",NA
6500,0.16,"B",0.91
15000,NA,"C",0.73
16000,0.08,"AA",0.06
15000,0.28,"A",0.64
25000,0.27,"C",0.44
19000,0.25,"B",0.97
25000,0.17,"A",0.08
14501,0.26,"D",0.5
4300,0.14,"E",0.98
15500,0.35,"A",0.07
13000,0.15,"AA",0.33
7000,0.06,"A",0.02
4500,0.06,"AA",0
10000,0.08,"D",0.14
3001,0.29769,"D",NA
25000,0.13,"AA",NA
15000,NA,"A",0.63
5000,0.11,"B",0.49
6000,0.1,"A",0.67
7500,0.19,"D",0.83
4000,0.27,"HR",0.98
4000,0.53,"HR",0.44
2551,0.38,"E",0.82
1000,0.47,"C",0.76
1350,0.23,"E",NA
5000,0.06,"C",NA
2500,0.48,"AA",0.62
3500,0.12,"A",0.59
5000,0.32,"B",0.58
7000,0.26,"D",0.57
15000,0.15,"C",0.84
2550,0.2,"E",NA
15000,0.28,"A",0.54
20000,0.14,"B",0.28
10000,0.13,"A",0.08
15000,0.25,"D",0.64
10000,0.07,"D",0.81
5000,0.26,"C",0.58
18000,0.17,"C",0.67
3800,0.55,"D",0.96
5000,0.24,"B",0.33
15000,0.32,"B",0.73
15000,0.31,"D",0.95
10000,NA,"B",0.61
2500,0.21,"C",0.27
3000,0.2,"B",0.61
2000,0.06,"HR",NA
7000,0.14,"A",0.08
12000,0.18,"D",0.81
3500,0.12,"B",0.28
13100,0.35,"B",0.18
8000,0.13,"E",0.82
13000,0.16,"B",0.53
15000,0.26,"B",0.93
17556,0.22,"A",0.48
13000,0.14,"C",0.96
10000,0.34,"B",0.94
2000,0.4,"D",0.7
15000,0.33,"C",0.92
5000,0.76,"B",0.18
15000,0.36,"C",0.93
20000,0.27,"AA",0.2
12500,0.45,"E",NA
6500,0.04,"A",0.11
7000,0.19,"A",0.18
3000,0.13,"D",0.96
2700,0.32,"D",0.51
13042,0.15,"C",0.3
3000,0.14,"D",0.45
10000,0.31,"D",0.61
9000,0.18,"B",0.8
25000,0.3,"A",0.59
5000,0.32,"C",0.81
2200,0.22,"A",0.44
15000,0.14,"C",0.04
3600,0.33,"D",0.82
2000,0.28,"C",NA
8000,0.22,"B",0.69
18000,0.26,"B",0.93
8500,0.43,"B",0.52
4000,NA,"E",0.78
3000,0.24,"D",0.83
3000,NA,"HR",0.87
10500,0.1,"B",0.47
10000,0.32,"D",0.46
11000,0.39,"B",0.32
2500,0.3,"B",0.78
4000,0.37,"C",0.49
3000,0.17,"D",0.91
2500,0.36,"E",0.93
5000,0.29,"B",0.88
4000,0.04,"B",1.03
15000,NA,"D",0.7
4000,0.37,"B",0.93
4000,0.44,"C",0.29
25000,0.11,"B",0.57
3000,0.14,"B",0
2000,0.08,"E",0.4
2500,NA,"HR",0.49
10000,0.62,"C",0
11500,0.17,"C",0.99
4000,0.15,"D",0.95
10000,0.47,"B",0.94
2500,0.18,"HR",0.98
15000,0.32,"C",0.25
4000,0.15,"D",0.95
4000,NA,"E",0.56
5000,NA,"AA",0.15
2000,0.14,"B",NA
1500,0.31,"C",0.59
4000,0.18,"E",0.71
15000,0.18,"C",0.4
10000,0.29,"C",0.66
15000,0.27,"B",0.43
7000,0.27,"B",0.11
4000,0.15,"E",0.99
13000,0.12,"A",0.87
4000,0.3,"C",0.1
30000,0.34,"A",0.4
3000,0.14,"HR",1.11
12000,0.17,"AA",0.51
4000,0.03,"E",0
4000,0.07,"B",0.93
3001,0.01,"D",NA
10000,0.11,"AA",0.22
10000,0.3,"C",0.84
4000,0.2,"HR",0.89
1500,0.18,"HR",0.68
1000,0.16,"HR",0
4000,0.15,"E",0.93
15000,0.11,"B",0.96
25000,0.23,"B",0.95
6500,0.07,"B",NA
20000,0.25,"A",0.74
4000,0.38,"E",0.89
4000,0.34,"D",0.95
1000,0.07,"HR",0.6
4000,NA,"D",0.61
5000,0.17,"C",0.8
3500,0.23,"A",0.83
5000,0.25,"E",0.94
25000,0.14,"C",0.83
7500,NA,"B",0.21
8500,0.17,"A",0.7
8000,0.07,"B",0.32
6500,0.15,"D",0.11
15000,0.36,"C",0.9
3000,0.14334,"HR",NA
10000,0.52,"D",0.3
10000,0.42,"B",0.35
5000,0.2,"C",0.7
1000,NA,"D",0.14
7000,0.13,"B",0.85
5000,0.36,"C",0.22
5000,0.22,"AA",0.48
15000,0.13,"C",0.77
13000,0.24,"B",0.65
2500,0.25,"AA",0
2500,0.06,"AA",NA
1000,NA,"HR",NA
13000,0.17,"C",0.99
3000,0.23,"D",0.77
2100,0.12,"D",0.78
3999,0.11,"A",0.39
3000,0.05,"D",0.12
8000,0.15,"E",NA
7000,NA,"E",0.78
5000,0.38,"A",0.51
15000,0.27,"B",0.18
4000,0.12,"A",NA
4000,0.24,"E",0.57
4000,0.24,"E",0.57
4000,0.3,"E",0.95
3500,0.13,"D",0.98
4000,0.32,"E",0.88
2000,0.02,"HR",0.4
4000,0.09,"A",0.31
2000,0.19,"A",0.91
10000,0.08,"B",0.37
2000,0.17,"HR",0.94
3000,0.13,"HR",0.96
4000,NA,"HR",0.93
2000,0.28,"E",1
15000,0.33,"D",0.62
15000,0.1,"C",0
3001,0.09,"E",NA
15000,0.32,"B",0.42
2500,0.07,"A",0.07
14000,0.32,"A",0.27
7500,0.08,"A",0.53
2600,0.28,"E",0.97
5000,0.06,"A",NA
1000,0.23,"AA",NA
10000,0.39,"D",0.76
3500,0.06,"C",0.8
1150,0.31,"HR",1.15
10000,0.17,"B",0.73
15000,NA,"B",0.48
12000,0.25,"D",0.82
15000,0.22,"A",0.82
5500,0.21,"B",0.42
5000,0.2,"C",0.78
9000,0.38,"D",0.95
4000,0.12,"C",0
10000,0.19,"E",0.47
7000,0.14,"A",0.25
7000,0.24,"C",0.58
10000,0.09,"C",0.88
10000,0.31,"C",0.88
7500,0.29,"D",0.87
7000,NA,"A",0
25000,0.23,"C",0.96
4000,0.14,"C",0.72
2100,0.28,"D",0.55
14000,0.5,"C",0.44
1000,0.02,"HR",NA
4000,0.41,"D",0.96
5000,0.37,"D",0.72
10000,0.26,"C",0.65
20000,0.23,"B",0.71
10000,0.49,"D",0.46
3000,NA,"AA",0.26
10000,0.54,"C",1.03
3000,0.04,"C",NA
2000,0.07,"B",0.74
1640,0.23,"HR",NA
4000,0.35,"C",0
10000,0.25,"B",0.97
7500,0.11,"D",0.96
7000,0.44,"C",0.88
10000,0.09,"AA",0.12
3000,0.14,"D",0.07
12731,0.29,"B",0.88
5000,0.37,"D",0.93
2000,0.2,"C",0.94
14000,0.16,"D",0.92
3500,0.18,"A",0.94
3000,0.4,"E",1
25000,0.08,"A",0.81
15000,0.22,"A",0.55
10000,0.28,"B",0.57
4000,0.29,"E",0.95
15000,0.41,"C",0.72
15000,0.23,"A",0.54
1000,0.06,"HR",0.51
7000,0.22,"C",0.11
1800,NA,"D",0
18000,0.2,"C",0.21
7500,NA,"D",0.32
7500,0.1,"C",0.57
13000,0.19,"D",0.87
3000,0.28,"B",0.37
2000,0.28,"D",0.7
9000,0.12,"E",0.81
15500,0.22,"A",0.12
16500,0.14,"B",0.38
4000,0.18,"E",0.83
18000,0.13,"AA",0.2
10000,NA,"D",0.85
15000,0.5,"C",0.98
15000,0.41,"B",0.44
10000,0.52,"B",0.3
18000,0.23,"A",0.93
20000,0.19,"C",0.98
32000,0.3,"A",0.37
20000,0.1,"AA",NA
35000,0.18,"B",0.78
15000,0.28,"B",0.53
4000,0.25,"A",0.34
5450,0.24,"B",0.87
5000,0.34,"A",NA
25000,0.19,"A",0.8
4800,0.08,"B",0.61
15000,0.24,"B",0.14
3000,0.24,"D",0.63
3500,0.08,"HR",0
4000,0.32,"HR",0.94
2000,0.22,"C",0.7
3600,0.13,"B",0.69
8000,0.19,"E",0.85
7500,0.34,"C",0.75
15000,0.09,"A",0.3
1000,0.37,"C",0.8
10000,0.28,"C",0.57
3500,NA,"C",0.27
4000,0.55,"E",0.95
5000,0.07,"C",0.84
6500,0.32,"C",0.81
25000,0.22,"A",0.2
15000,0.27,"B",0.6
10000,0.11,"A",0.14
5000,0.31,"B",0.68
10000,0.27,"C",0.94
1500,0.14,"HR",0.52
9000,0.19,"C",0.79
1500,0.09,"D",0.46
9500,0.13,"C",0.23
10000,0.33,"AA",0.1
25000,0.14,"A",0.67
7000,0.27,"D",0.88
20000,0.22,"B",0.08
3000,0.19662,"A",NA
11000,0.15,"C",0.29
5000,0.24,"D",0.94
7000,0.13,"D",0
17500,0.07,"A",0
3000,0.42,"E",0.86
11500,0.3,"A",0.14
4000,0.28,"E",0.67
7000,0.31,"E",0.86
20000,0.08,"AA",0.24
7000,0.06,"C",0.8
2295,0.22,"HR",0.38
4000,NA,"HR",0.84
4000,0.14,"E",0.68
10000,0.32,"C",1.01
3000,0.14,"C",0.69
1500,0.59,"A",0.35
15000,0.22,"D",0.56
4000,0.22,"D",0.55
6025,NA,"A",0.06
4000,NA,"C",0.41
25000,0.23,"B",0.13
4000,0.23,"E",0
4000,0.13,"D",0.62
11000,0.31,"D",0.16
7000,0.18,"A",0.48
5000,0.3,"C",0.49
15000,0.3,"B",0.3
4000,NA,"E",0.82
3500,0.09,"D",0.73
10000,NA,"A",0.17
25000,0.27,"C",1
7500,0.23,"C",0.98
3500,NA,"B",0.14
5000,0.13,"A",0.3
3000,0.3,"HR",0.64
4000,0.46,"HR",0.78
3500,0.27,"C",0.94
6000,0.06,"A",0.39
2000,NA,"HR",0.57
15000,0.38,"B",0.65
3000,0.2,"HR",0
5000,0.07,"A",0.55
6000,0.16,"B",0.43
4000,0.26,"HR",0.88
12000,0.32,"C",0.6
15000,0.33,"B",0.88
5000,0.25,"B",0.48
2000,0.12,"HR",NA
2500,0.16,"HR",0
15000,0.16,"C",0.79
4000,0.07,"D",0.14
10000,0.39,"D",0.99
12000,0.12,"A",0.95
2000,0.63,"HR",0.86
7500,0.21,"E",0.4
1500,0.21,"HR",0
4000,0.51,"D",0.21
2500,0.23,"HR",0.68
4000,NA,"HR",0.46
8000,0.14,"B",0.98
13000,0.28,"C",0.75
4000,0.28,"D",0.34
25000,0.12,"A",0.73
4000,0.46,"E",0.97
2000,0.09,"AA",0.14
3000,0.16,"E",0.65
15000,NA,"A",0.14
3500,0.13,"E",1
2900,NA,"C",0.81
10000,0.05,"AA",0.1
8500,0.13,"C",0.14
20000,0.12,"AA",0
6500,0.09,"C",0.69
4000,0.07,"HR",0.24
3001,NA,"NC",NA
15000,0.11,"C",0.94
5000,0.24,"D",0.14
2500,0.15,"C",0.36
4000,0.37,"HR",0.27
5000,0.46,"C",0.88
2000,0.06,"HR",0
3000,0.07,"AA",0.09
5000,0.33,"C",0.94
2500,0.16,"D",0.98
7500,0.23,"A",0.35
5000,0.11,"B",NA
4000,0.15,"B",0.67
5800,0.35,"C",0.52
2000,0.02896,"D",NA
4000,0.24,"A",0.49
9700,0.4,"AA",0.23
4000,0.38,"E",0.66
4000,0.11,"HR",0.84
4800,0.5,"E",NA
2000,0.19,"C",0.98
15000,0.18,"AA",0.36
10000,0.56,"B",0.1
13000,0.19,"A",0.99
10500,0.38,"A",0.74
17000,0.34,"B",0.88
20000,0.14,"AA",0.21
4000,NA,"HR",0.72
10000,0.32,"AA",0.43
15000,0.28,"B",0.82
6500,0.17,"C",0.77
4000,0.2,"HR",0
4000,0.07,"C",0.24
5000,0.24,"C",0.86
1200,0.19,"E",NA
10000,0.17,"A",0.6
10000,0.24,"E",0.93
2000,0.32,"B",0.01
15000,0.32,"B",0.86
15000,0.23,"B",0.96
5500,0.18,"A",0.63
5800,0.17,"D",0.07
9158,0.07,"D",0.98
5000,0.04,"C",0
3500,0.15,"C",0.89
6500,0.42,"B",0.96
1000,0.86,"HR",0.94
4000,0.41,"D",0.09
5000,0.2,"B",0.78
4000,0.24,"B",0.27
15000,0.39,"B",0.26
4000,0.14,"HR",0.96
4000,0.12,"HR",0.02
15000,0.36,"D",0.93
3000,0.14,"C",0.85
1500,0.34,"C",0.96
1500,0.27,"D",NA
6500,0.05,"A",0.1
10000,0.06,"B",0.93
4000,NA,"HR",0
11016,0.17,"C",0.91
8500,0.26,"D",0.13
15000,0.36,"B",0.14
8000,0.19,"C",NA
1000,0.23,"D",1.01
6000,0.52,"D",0.65
10000,0.32,"D",0.95
4000,0.53,"HR",0.98
4000,0.25,"HR",0.83
4500,0.13,"C",0.94
12000,0.26,"AA",0.41
15000,0.44,"A",0.16
25000,0.12,"A",0.62
25000,0.28,"B",0.9
7000,0.23,"D",0.58
3500,NA,"D",0.94
25000,0.19,"B",0.93
20000,0.25,"B",0.72
15000,0.23,"A",0.67
20000,0.15,"B",0.56
4163,0.14,"C",0.66
15000,0.08,"B",0.73
9000,0.2,"B",0
1000,0.85,"HR",0.98
4000,0.42,"HR",0.63
4000,0.13,"B",0.8
